Non_Zero_Non_One_Weights,Biases
,0.0
,0.0
,0.8747107
,0.95264727
,1.950598
,0.6922339
,0.0
,1.0236138
,1.6262598
1.0,
1.0,
1.0,
1.0,
1.0,
1.1391052,
1.0,
0.67639244,
1.0,
0.92244786,
0.72031295,
-0.00043722414,
-1.7947525e-09,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.854318
,0.0
,0.8058489
,0.0
,0.44174483
,4.98134
,4.2491417
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.54126734,
1.0,
0.5754058,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.62596893
,0.0
,0.4870842
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.54192334,
0.6485642,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.3487312
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
1.0515947,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.4785825
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.79247546,
1.0,
1.0,
0.18561587,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.7493511
,0.0
,0.0
,0.39957303
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
2.4148649e-05,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0


Non_Zero_Non_One_Weights,Biases
0.31420264,
,-0.20968191
0.9998546,
0.18230811,
0.8421214,
1.0035052,
1.1845664,
0.8057418,
1.1192894,
1.3244675,
,0.48062566
,0.38929302
,0.41567385
,0.8933942
,0.27857584
,0.29092216
,-0.19009805
,0.9832203
1.0,
1.0,
1.0,
1.0,
0.70015675,
0.34265837,
0.27519336,
1.0,
3.2264194e-05,
,0.0
,0.0
,0.0
,0.0
,0.5599373
,-0.0212107
,0.1701824
,0.0
1.0,
1.0,
1.0,
1.0,
1.0135784,
1.0,
0.56519,
0.3932382,
,0.0
,0.0
,0.0
,0.0
,0.7834771
,0.0
,0.49499673
,-0.1741495
1.0,
1.0,
1.0,
1.0,
1.1682391,
1.0489604,
1.2377093,
2.4441204,
0.3965069,
1.0,
0.014965663,
1.8917679,
,0.0
,0.0
,0.0
,0.0
,0.87099266
,0.82022244
,1.6628054
,0.5809053
,0.0
,-7.615603
,1.7446544
1.0,
1.0,
1.0,
1.0,
1.0,
1.1840172,
1.0,
0.7421234,
1.0,
2.0557594,
0.0016626476,
-8.217338,
-6.9048066,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.71328926
,0.0
,0.53382343
,0.0
,1.0576512
,4.3927693
,3.7323015
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.5794455,
1.0,
0.61123574,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.45498466
,0.0
,0.355089
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.34322625,
0.73924756,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.66740334
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.9784593,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.7758744
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.84252596,
1.0,
1.0,
0.2323087,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.51145214
,0.0
,0.0
,0.24989808
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
6.548985e-05,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0


Non_Zero_Non_One_Weights,Biases
0.37839204,
,-0.93677217
0.8028283,
0.34753877,
0.6879266,
0.79816675,
0.9194527,
0.59775496,
0.9326707,
1.2715113,
,1.1405369
,-0.16424192
,0.93212503
,1.5811582
,1.1663028
,0.9874341
,0.43468755
,1.1604522
1.0,
1.0,
1.0,
1.0,
0.70260435,
0.2863929,
0.33237523,
1.0,
2.6527578e-05,
,0.0
,0.0
,0.0
,0.0
,0.54910177
,0.14785372
,-0.0024327259
,0.0
1.0,
1.0,
1.0,
1.0,
1.1214648,
1.0,
0.5842398,
0.27351144,
,0.0
,0.0
,0.0
,0.0
,0.40385103
,0.0
,0.48091522
,0.27804166
1.0,
1.0,
1.0,
1.0,
1.2582619,
0.9261808,
1.5289308,
2.331976,
0.632566,
1.0,
0.017315652,
2.000993,
,0.0
,0.0
,0.0
,0.0
,0.47693017
,0.6279028
,1.7735342
,0.32871583
,0.0
,-7.5054255
,1.557821
1.0,
1.0,
1.0,
1.0,
1.0,
1.1866586,
1.0,
0.7365968,
1.0,
1.7538682,
0.002085879,
-8.003469,
-6.813366,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.7065219
,0.0
,0.5564781
,0.0
,1.3684573
,4.41876
,3.747127
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.5281505,
1.0,
0.5891998,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.68464315
,0.0
,0.43619213
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.5182514,
0.6906555,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.28902146
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.99739254,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.69889486
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.82568973,
1.0,
1.0,
0.2666637,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.5914767
,0.0
,0.0
,0.13932085
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.0001599658,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0


Non_Zero_Non_One_Weights,Biases
0.2877603,
,0.08981789
0.87707245,
0.19868207,
0.90267277,
0.9559062,
1.1780791,
0.93709314,
1.0907459,
1.5092407,
,0.8919946
,0.33445942
,0.2128986
,1.0529119
,0.30034852
,-0.14902231
,-0.0952206
,0.36437106
1.0,
1.0,
1.0,
1.0,
0.7881633,
0.20797275,
0.33808908,
1.0,
4.817157e-05,
,0.0
,0.0
,0.0
,0.0
,0.18622886
,0.37888417
,-0.011790763
,0.0
1.0,
1.0,
1.0,
1.0,
1.0928525,
1.0,
0.67629224,
0.32080552,
,0.0
,0.0
,0.0
,0.0
,0.503644
,0.0
,0.3335518
,0.08253333
1.0,
1.0,
1.0,
1.0,
1.2158817,
0.99689496,
1.241796,
2.2239978,
0.24698292,
1.0,
1.1632968,
2.0874836,
,0.0
,0.0
,0.0
,0.0
,0.6626901
,0.9316059
,2.0173085
,0.7507153
,0.0
,1.1342454
,1.5124117
1.0,
1.0,
1.0,
1.0,
1.0,
1.225668,
1.0,
0.6738553,
1.0,
0.7090609,
0.8965925,
-0.00043085212,
-0.00013605523,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.57774925
,0.0
,0.811635
,0.0
,0.22559439
,4.9757714
,4.245661
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.54278165,
1.0,
0.56722015,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.61920625
,0.0
,0.517328
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.5662065,
0.55448616,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.573451
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
1.0065676,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.66163856
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.81617856,
1.0,
1.0,
0.16749942,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.63668764
,0.0
,0.0
,0.4581415
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
5.930327e-06,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0


Non_Zero_Non_One_Weights,Biases
0.28263867,
,0.1476887
1.1563852,
0.18468758,
1.0110085,
1.0765448,
1.0195191,
0.64356804,
0.76363856,
1.5121653,
,-0.04343404
,0.3813717
,-0.14980584
,0.6490039
,0.8316162
,0.8342517
,1.0003494
,0.35484
1.0,
1.0,
1.0,
1.0,
0.7515497,
0.35143772,
0.38803998,
1.0,
4.6944428e-05,
,0.0
,0.0
,0.0
,0.0
,0.34167066
,-0.04651844
,-0.16993986
,0.0
1.0,
1.0,
1.0,
1.0,
1.0623913,
1.0,
0.6889091,
0.35290128,
,0.0
,0.0
,0.0
,0.0
,0.61138195
,0.0
,0.37512317
,-0.010583487
1.0,
1.0,
1.0,
1.0,
1.1440961,
0.99460983,
1.2931485,
2.2510815,
0.5855251,
1.0,
0.011105574,
2.1592202,
,0.0
,0.0
,0.0
,0.0
,0.9760145
,0.8127594
,1.8669702
,0.38036373
,0.0
,-7.5465
,1.3763214
1.0,
1.0,
1.0,
1.0,
1.0,
1.1452643,
1.0,
0.78335416,
1.0,
1.9047941,
1.4900985e-06,
-8.520204,
-6.6779437,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.83790153
,0.0
,0.35675567
,0.0
,1.2137223
,4.3716807
,3.75523
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.5274459,
1.0,
0.6013506,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.6877831
,0.0
,0.3914572
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.6993924,
0.50659835,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.3214944
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.9681826,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.8176433
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.860215,
1.0,
1.0,
0.23242009,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.42736924
,0.0
,0.0
,0.24984114
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.00012237047,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0


Non_Zero_Non_One_Weights,Biases
0.24980783,
,0.51955163
1.2481992,
0.48519748,
0.9702319,
1.2263505,
1.0906433,
1.0249182,
0.5953821,
1.4889035,
,-0.35088095
,-0.6251823
,-0.013149383
,0.14730087
,0.5935482
,-0.44286767
,1.5643488
,0.4328791
1.0,
1.0,
1.0,
1.0,
0.73117054,
0.34024173,
0.28684264,
1.0,
2.147104e-05,
,0.0
,0.0
,0.0
,0.0
,0.42820162
,-0.015195588
,0.13576618
,0.0
1.0,
1.0,
1.0,
1.0,
1.0017642,
1.0,
0.8706223,
0.40047294,
,0.0
,0.0
,0.0
,0.0
,0.8254102
,0.0
,0.15476088
,-0.2288695
1.0,
1.0,
1.0,
1.0,
1.1604381,
1.0239527,
1.3662391,
2.1316082,
0.6189279,
1.0,
1.2030419,
2.0773664,
,0.0
,0.0
,0.0
,0.0
,0.90483654
,0.76173824
,2.083178
,0.36865243
,0.0
,1.1262478
,1.5848827
1.0,
1.0,
1.0,
1.0,
1.0,
1.1264213,
1.0,
0.7661683,
1.0,
0.83719796,
0.80893904,
-3.5195717e-09,
-6.327291e-07,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.8953046
,0.0
,0.42230463
,0.0
,0.30588514
,4.981832
,4.2517533
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.54667306,
1.0,
0.5237455,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.601714
,0.0
,0.67736024
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.45570087,
0.65114486,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.603825
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
1.0450691,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.5051168
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.7765695,
1.0,
1.0,
0.20116886,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.82496136
,0.0
,0.0
,0.3492539
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
5.408502e-05,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0


Non_Zero_Non_One_Weights,Biases
0.37356183,
,-0.8820568
1.1199744,
0.33723864,
0.84425133,
1.2533314,
1.225343,
0.6966672,
0.6951683,
1.5918828,
,0.0781132
,-0.12974255
,0.40844694
,0.05635976
,0.14180025
,0.6560443
,1.2288018
,0.087217726
1.0,
1.0,
1.0,
1.0,
0.77223134,
0.39732495,
0.39518854,
1.0,
0.0001379379,
,0.0
,0.0
,0.0
,0.0
,0.25454727
,-0.1860127
,-0.18420695
,0.0
1.0,
1.0,
1.0,
1.0,
1.040319,
1.0,
0.5562848,
0.28359118,
,0.0
,0.0
,0.0
,0.0
,0.6875752
,0.0
,0.46456122
,0.24472731
1.0,
1.0,
1.0,
1.0,
1.2712722,
0.9506811,
1.1601669,
2.1736495,
0.63186514,
1.0,
1.2830244,
2.212035,
,0.0
,0.0
,0.0
,0.0
,0.4222114
,1.0460296
,2.0391312
,0.35563055
,0.0
,0.9465728
,1.2937253
1.0,
1.0,
1.0,
1.0,
1.0,
1.239182,
1.0,
0.7323091,
1.0,
0.6551731,
0.8903902,
-1.9050352e-06,
-2.9459024e-10,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.536482
,0.0
,0.567891
,0.0
,0.2919467
,4.9668307
,4.2462044
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.58083045,
1.0,
0.5708448,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.4487406
,0.0
,0.50382364
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.54825586,
0.5726409,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.57119817
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.9825033,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.7594493
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.79313046,
1.0,
1.0,
0.24073559,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.74624616
,0.0
,0.0
,0.22123212
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
6.275946e-05,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0


Non_Zero_Non_One_Weights,Biases
0.23105088,
,0.73211676
0.8940647,
0.24989027,
0.94166654,
0.99515206,
1.0588834,
0.67562926,
0.8864476,
1.1891694,
,0.8352577
,0.16297215
,0.08247544
,0.9216567
,0.69979244
,0.72690153
,0.5896601
,1.4367708
1.0,
1.0,
1.0,
1.0,
0.71703297,
0.2866825,
0.24606553,
1.0,
3.251127e-05,
,0.0
,0.0
,0.0
,0.0
,0.48817366
,0.14451964
,0.26187214
,0.0
1.0,
1.0,
1.0,
1.0,
1.1198558,
1.0,
0.5030023,
0.33187374,
,0.0
,0.0
,0.0
,0.0
,0.40857494
,0.0
,0.51577663
,0.10487071
1.0,
1.0,
1.0,
1.0,
1.158182,
0.9129197,
1.1724466,
2.2203767,
0.5377395,
1.0,
1.1805875,
1.8674407,
,0.0
,0.0
,0.0
,0.0
,0.9143305
,1.0738916
,1.9974713
,0.45262873
,0.0
,1.0362662
,1.6571078
1.0,
1.0,
1.0,
1.0,
1.0,
1.2499949,
1.0,
0.73693687,
1.0,
0.8039831,
0.8426508,
-2.0799828e-06,
-5.94856e-09,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.5017487
,0.0
,0.54662937
,0.0
,0.26419145
,4.97294
,4.248003
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.5482981,
1.0,
0.58590454,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.59444684
,0.0
,0.44839144
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.5353964,
0.68411857,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.25562695
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
1.0173068,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.6179579
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.8148277,
1.0,
1.0,
0.2650781,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.6431035
,0.0
,0.0
,0.14250909
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
4.1141575e-05,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0


Non_Zero_Non_One_Weights,Biases
0.2952212,
,0.005196009
1.1988628,
0.36617413,
0.92592585,
1.0839885,
0.88882315,
0.8073231,
0.99055594,
1.4902538,
,-0.18578939
,-0.22656067
,0.13512494
,0.62400097
,1.2692362
,0.28572518
,0.24099052
,0.4281372
1.0,
1.0,
1.0,
1.0,
0.7554232,
0.24171788,
0.27370754,
1.0,
7.122999e-05,
,0.0
,0.0
,0.0
,0.0
,0.32534647
,0.27986467
,0.17783388
,0.0
1.0,
1.0,
1.0,
1.0,
1.1040688,
1.0,
0.65462375,
0.2637153,
,0.0
,0.0
,0.0
,0.0
,0.4640872
,0.0
,0.37626913
,0.27390367
1.0,
1.0,
1.0,
1.0,
1.1268506,
0.918133,
1.3024896,
2.2790544,
0.4547539,
1.0,
1.1070307,
1.9132065,
,0.0
,0.0
,0.0
,0.0
,1.051295
,0.92030305
,1.904425
,0.5321407
,0.0
,1.2203662
,1.7467855
1.0,
1.0,
1.0,
1.0,
1.0,
1.1373901,
1.0,
0.7397244,
1.0,
0.6329421,
0.8418739,
-0.000470059,
-0.00011720033,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.8612696
,0.0
,0.5412072
,0.0
,0.426459
,4.9727407
,4.2487226
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.577561,
1.0,
0.5381071,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.46337667
,0.0
,0.62443864
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.5251372,
0.65425164,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.3826698
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
1.0032173,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.6752203
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.8501571,
1.0,
1.0,
0.200505,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.47517577
,0.0
,0.0
,0.3513983
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
4.2437143e-05,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0


Non_Zero_Non_One_Weights,Biases
0.22268923,
,0.8268085
0.8999929,
0.5708562,
0.71108794,
1.1015655,
1.2717379,
0.8394809,
0.7481573,
1.5876054,
,0.81542397
,-0.9121136
,0.85483813
,0.5652446
,-0.012949395
,0.17810161
,1.0525305
,0.10222611
1.0,
1.0,
1.0,
1.0,
0.8027364,
0.3473199,
0.28207186,
1.0,
0.00010220629,
,0.0
,0.0
,0.0
,0.0
,0.12415284
,-0.036393374
,0.15347563
,0.0
1.0,
1.0,
1.0,
1.0,
1.03655,
1.0,
0.81800216,
0.2840437,
,0.0
,0.0
,0.0
,0.0
,0.702616
,0.0
,0.20050341
,0.230144
1.0,
1.0,
1.0,
1.0,
1.155683,
1.0916924,
1.1088076,
2.1244924,
0.56915545,
1.0,
1.0879515,
1.9834323,
,0.0
,0.0
,0.0
,0.0
,0.92546797
,0.96088874
,2.0990317
,0.4215531
,0.0
,1.2068774
,1.6034987
1.0,
1.0,
1.0,
1.0,
1.0,
1.1288748,
1.0,
0.6576168,
1.0,
0.7065386,
0.8572802,
-9.478625e-05,
-0.00013517239,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.8871319
,0.0
,0.8839182
,0.0
,0.3250208
,4.981956
,4.248637
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.6082562,
1.0,
0.59751475,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.32594517
,0.0
,0.4056404
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.4018544,
0.79756165,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.30207348
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
1.0105321,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.6454915
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.8333762,
1.0,
1.0,
0.26417884,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.5549412
,0.0
,0.0
,0.14539176
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
4.962849e-05,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0


Non_Zero_Non_One_Weights,Biases
0.23955405,
,0.63575983
1.1131036,
0.29300702,
0.97167987,
0.9072008,
1.1037233,
1.0219094,
0.837395,
1.3677351,
,0.10158597
,0.018555056
,-0.018034276
,1.2162735
,0.5497313
,-0.43290287
,0.75358045
,0.8386823
1.0,
1.0,
1.0,
1.0,
0.7548183,
0.23099361,
0.25925264,
1.0,
0.00013636543,
,0.0
,0.0
,0.0
,0.0
,0.32755315
,0.31266809
,0.22098769
,0.0
1.0,
1.0,
1.0,
1.0,
0.9756658,
1.0,
0.48342833,
0.31030312,
,0.0
,0.0
,0.0
,0.0
,0.9181815
,0.0
,0.5442358
,0.06666653
1.0,
1.0,
1.0,
1.0,
1.2309902,
0.9468408,
1.4866474,
2.1103268,
0.74152577,
1.0,
1.071679,
1.9405799,
,0.0
,0.0
,0.0
,0.0
,0.5963914
,0.7045666
,2.0886676
,0.23890261
,0.0
,1.3116646
,1.7986985
1.0,
1.0,
1.0,
1.0,
1.0,
1.1384492,
1.0,
0.7697385,
1.0,
0.7935062,
0.7673605,
-0.0004744821,
-0.00014250998,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.8587216
,0.0
,0.40964565
,0.0
,0.4512903
,4.977498
,4.2471576
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.59609437,
1.0,
0.53881395,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.38037235
,0.0
,0.62184656
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.33437774,
0.78854954,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.5379493
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.9815836,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.7631493
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
0.8536814,
1.0,
1.0,
0.25718296,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.45842266
,0.0
,0.0
,0.16805124
,0.0
,0.0
,0.0
1.0,
1.0,
1.0,
1.0,
1.0,
9.77646e-05,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0


Non_Zero_Non_One_Weights,Biases
0.3194542,
,-0.26909003
0.8504247,
0.6147513,
0.95002615,
0.96246725,
0.88975865,
0.79519063,
0.81876755,
1.3697531,
,0.98110044
,-1.0593823
,0.0541037
,1.0307685
,1.265749
,0.32606506
,0.81558025
,0.83136827
1.0,
1.0,
1.0,
1.0,
0.76940393,
0.37628454,
0.24821682,
1.0,
3.7112593e-05,
,0.0
,0.0
,0.0
,0.0
,0.2661695
,-0.12325039
,0.25470513
,0.0
1.0,
1.0,
1.0,
1.0,
1.0204653,
1.0,
0.75436646,
0.39413285,
